5.053833441053262376e+00 3.383498670773554817e+00 1.641914937040631184e+00 2.989102408425637902e-01
5.039436242936692345e+00 3.368385935460224356e+00 1.634545991944887255e+00 2.955957487855070953e-01
5.088260169465902649e+00 3.370692624749518362e+00 1.734345999382430836e+00 3.377771665450132188e-01
5.208380991858019726e+00 3.606041679940214628e+00 1.628826853483896109e+00 2.963602328168489786e-01
5.274302679715957787e+00 3.996280141815576670e+00 1.171858571686169359e+00 1.085811912273226820e-01
5.057292533028393322e+00 3.471757883896750663e+00 1.514331534795063217e+00 2.462063218575140100e-01
4.992502975012993893e+00 3.569905509164693846e+00 1.227199539175451992e+00 1.262493350524280800e-01
5.081338326901025937e+00 3.601390354880212641e+00 1.367076781566160637e+00 1.857478005940175203e-01
4.629515835781250921e+00 2.921605619362011463e+00 1.449935917749465730e+00 2.116474832487966751e-01
4.930305688096575878e+00 3.425141795295030267e+00 1.316842569050497680e+00 1.621730692223151138e-01
5.111588842086371542e+00 3.525072014698509726e+00 1.547748039427501165e+00 2.610331613458215516e-01
5.033753168064487582e+00 3.476208971655021518e+00 1.457711852752265891e+00 2.223525458584160175e-01
4.865998596374309315e+00 3.261108091419631094e+00 1.431474735381855989e+00 2.083931271856067635e-01
4.929430754985986596e+00 3.336769769369879235e+00 1.450067244592173399e+00 2.172580716098032605e-01
5.108822033555146191e+00 3.274830703936045140e+00 1.924385510493133999e+00 4.167577071677742717e-01
5.202543140029357360e+00 3.335120488906297087e+00 2.030574209626665017e+00 4.624132355365982994e-01
5.209917471393541000e+00 3.638415193085783095e+00 1.582595709176430443e+00 2.772676750568902060e-01
5.162426059169218817e+00 3.490126932377072944e+00 1.708747946305506638e+00 3.285639198191790955e-01
4.995860070101422856e+00 3.435133165807803923e+00 1.440303130869296844e+00 2.144503520531378937e-01
5.122373589989210885e+00 3.503224222039398761e+00 1.603965998927658898e+00 2.844844923625503563e-01
5.064873544081400780e+00 3.533383749443772981e+00 1.436180290442527596e+00 2.140237158989103383e-01
6.152767707904333250e+00 2.812407714547973558e+00 4.840492970523160743e+00 1.642188801736114367e+00
6.033709599108989963e+00 2.776078366560389643e+00 4.644060297661940062e+00 1.558739316802394637e+00
6.044832196776187772e+00 2.774433003643345774e+00 4.670113912804660039e+00 1.569721050490379355e+00
5.664474844987895885e+00 2.663606657461910387e+00 4.034563639012070269e+00 1.299813349013069885e+00
5.959838026983648618e+00 3.025121960169859570e+00 4.107064202907227290e+00 1.335271248247688725e+00
5.987722685191489091e+00 2.762004641947819028e+00 4.568250109228990219e+00 1.526532554531779162e+00
6.095792822314647808e+00 2.799234793686259604e+00 4.740052130837538513e+00 1.599591332252469744e+00
5.251826461185380879e+00 2.539962655778266409e+00 3.350267790052369410e+00 1.009146436952376824e+00
5.861608045012765444e+00 2.719646263841136946e+00 4.366099091391820508e+00 1.440587253752915853e+00
5.634915657056894567e+00 2.654981881470004801e+00 3.985190648834599170e+00 1.278845252586676029e+00
5.339342192795703212e+00 2.565759013064984106e+00 3.496047160232085727e+00 1.071061552266754813e+00
5.815541599524202354e+00 2.752401133245454545e+00 4.218543270601639250e+00 1.378705301472283207e+00
5.629064985989884917e+00 2.673562635938941501e+00 3.944408300450109817e+00 1.261869440245838803e+00
6.118537257390480377e+00 2.801435049150990064e+00 4.784822955958436097e+00 1.618529739767716968e+00
5.479815250051569109e+00 2.608844022106066696e+00 3.727474154565619369e+00 1.169381290262152984e+00
5.970206091314778973e+00 2.757091536569804102e+00 4.538689512340845944e+00 1.513981890527953844e+00
5.937186792067643992e+00 2.745568803731206931e+00 4.486423425591667957e+00 1.491753117947844043e+00
5.633692782899681006e+00 3.247588712766690477e+00 3.076805497063525241e+00 9.031180051373878248e-01
5.960650399790900167e+00 2.752398960292989027e+00 4.525639445865262900e+00 1.508407403128795732e+00
5.615240378151026945e+00 2.649652956603308240e+00 3.951697218648177579e+00 1.264627991765496784e+00
6.209045026661051736e+00 2.828053687053964982e+00 4.935677504219357026e+00 1.682599360117097653e+00
5.708333427217432643e+00 2.677749243641304400e+00 4.105764397663815402e+00 1.330074239103630429e+00
6.211356433416327150e+00 2.828565176611320897e+00 4.939787310238860307e+00 1.684341981516102926e+00
6.103849200958636700e+00 2.797412836717126261e+00 4.759886648988848279e+00 1.607944066163994545e+00
5.890895043806986919e+00 2.733065421619473856e+00 4.407567855846131089e+00 1.458281150311790508e+00
5.908000463551704939e+00 2.742130424753096207e+00 4.429912128220246714e+00 1.467839552874403264e+00
6.178835561166270196e+00 2.819602801058662234e+00 4.884662545497253205e+00 1.660940104692004038e+00
6.317009207226613299e+00 2.860752537650001592e+00 5.114181366442877241e+00 1.758428030277902732e+00
6.006808131165628950e+00 2.767408584209098077e+00 4.600380615850620636e+00 1.540175188087757885e+00
5.209347555814606068e+00 2.523466543230708403e+00 3.285584188696224484e+00 9.816065780778305827e-01
5.549711332201850311e+00 2.629697013740643907e+00 3.843521084674386135e+00 1.218672758671303757e+00
5.488823195494331841e+00 2.611604279227553782e+00 3.742318571570777852e+00 1.175687766481815721e+00
5.636035140338630178e+00 2.655998953995886147e+00 3.986005213038632089e+00 1.279202892924676593e+00
6.338923190645617822e+00 2.867047372855433984e+00 5.150936162983065891e+00 1.774035654233984349e+00
5.820877406036611745e+00 3.063897678930604496e+00 3.753714170447417953e+00 1.186552631960899440e+00
6.045709582212001720e+00 2.779660904298135282e+00 4.663979892748305822e+00 1.567200298057061403e+00
6.145195205634475855e+00 2.809623352980121336e+00 4.828723216551613184e+00 1.637180587529905029e+00
5.904403172325043414e+00 2.736169434129475775e+00 4.431410553631840443e+00 1.468392651844013574e+00
5.761368424799627519e+00 3.158908903632702714e+00 3.482551402532128026e+00 1.073298284906672340e+00
5.678500366245874176e+00 2.668158308071734819e+00 4.057288582751132466e+00 1.309472137087488885e+00
5.909877434197795765e+00 2.738439103606627789e+00 4.439526519284957118e+00 1.471850800966368222e+00
6.068499529213378096e+00 2.786491333507287393e+00 4.701769832274385941e+00 1.583252281398694450e+00
5.686072868515730683e+00 2.670942669639587930e+00 4.069058336722680025e+00 1.314480351293698668e+00
5.428340199595920623e+00 2.860622586524200095e+00 3.233695287666454643e+00 9.642026218910534352e-01
5.808092661630132270e+00 2.707609617187926698e+00 4.271242784148038041e+00 1.400363616625123431e+00
5.616376273260092589e+00 2.645749716999957535e+00 3.960067192671340219e+00 1.268110824487963750e+00
5.823583979402208399e+00 2.712621844406889249e+00 4.296365794437781993e+00 1.411041391350293939e+00
5.887963450778791241e+00 2.732144268401196729e+00 4.402771722744768468e+00 1.456243177010286605e+00
5.140855196285482265e+00 2.562087553043041144e+00 3.081602172784088989e+00 8.959715032127709700e-01
5.691754599934035319e+00 2.671783123655962822e+00 4.079797919050271560e+00 1.319027461759316733e+00
6.933390374329507111e+00 3.044918665130128321e+00 6.137127811784767850e+00 2.192933908114888641e+00
6.158160004338993687e+00 2.807298517097950530e+00 4.859714042054434913e+00 1.650238461277593771e+00
6.851677384143526339e+00 3.021063486881984783e+00 6.000661662827933895e+00 2.134978207670020556e+00
6.071309483195472367e+00 2.900385978128928066e+00 4.533629007970541025e+00 1.513761943172367896e+00
6.705241510322869303e+00 2.982743421424554953e+00 5.749332399419687434e+00 2.028316499910892023e+00
7.258359788356649744e+00 3.143903156567975365e+00 6.673561164456400796e+00 2.420821107767401781e+00
5.898484593606623250e+00 2.732417073570083677e+00 4.424620570431673450e+00 1.465474692460303707e+00
6.212368398318345086e+00 2.897913663716382260e+00 4.835930037847902874e+00 1.641405762382726508e+00
6.673109300206119698e+00 2.972285448118270335e+00 5.697316173173391896e+00 2.006207503026349315e+00
6.772290638574828492e+00 3.006049769544591577e+00 5.855604392997092233e+00 2.073512349176879432e+00
6.174171115919506292e+00 2.818399963293572785e+00 4.876629741706747900e+00 1.657531353788220141e+00
6.470400298018475382e+00 2.905948341882642172e+00 5.369720372943034725e+00 1.866959724999225578e+00
6.440901925353662349e+00 2.899276048193408784e+00 5.317491724281993015e+00 1.844811665920659483e+00
6.278800382644964984e+00 2.847387225727481042e+00 5.053749094238490613e+00 1.732725612934103765e+00
6.281601991823571041e+00 2.854430947910461480e+00 5.048911820950794827e+00 1.730776838437587895e+00
6.520814692769130616e+00 2.920820242665105759e+00 5.453680402490801882e+00 1.902619254318297592e+00
5.318136480710089486e+00 3.777470789961366648e+00 1.599072999131800898e+00 2.860875013700509006e-01
7.376815806610180104e+00 3.180663070129503112e+00 6.868061519066942289e+00 2.503460238905317325e+00
7.410601304575916259e+00 3.188665441932258648e+00 6.927329965289752423e+00 2.528599355054523823e+00
6.242971250793154070e+00 2.837575511817782115e+00 4.992921290531801226e+00 1.706903691858449257e+00
6.756345630563984628e+00 2.992001289505255013e+00 5.843333117458529458e+00 2.068141597196984982e+00
6.241322379211744931e+00 2.836534584084465127e+00 4.991022847742823565e+00 1.706087955988748295e+00
7.299012904517432787e+00 3.156158429951427813e+00 6.740862965271571916e+00 2.449410018966710290e+00
6.236894898378588792e+00 2.835736407914572599e+00 4.982873006628005363e+00 1.702635188940290867e+00
6.672160896431943655e+00 2.973272509608954728e+00 5.693800352576064761e+00 2.004735802917793297e+00
6.912706247017412764e+00 3.040675674356135616e+00 6.099839516021174468e+00 2.177128415451653698e+00
6.049101498839123181e+00 2.882605123116709578e+00 4.513808354780161736e+00 1.505152768829030041e+00
6.255001587237360994e+00 2.841642730611031897e+00 5.012164289135238704e+00 1.715085397750415019e+00
6.549625331943619955e+00 2.932549212156706719e+00 5.496724496128000403e+00 1.920955875831217075e+00
6.867328953575610129e+00 3.027728671195099253e+00 6.023597274350568576e+00 2.144754251556820535e+00
6.948474934237168554e+00 3.050586260867853117e+00 6.160388274748019199e+00 2.202833804793808081e+00
7.207958824250425778e+00 3.130000391248293212e+00 6.588148238387817379e+00 2.384560914873973925e+00
6.584321807944560234e+00 2.938641361783509431e+00 5.560840606534170227e+00 1.948116844099803124e+00
5.273720511997389337e+00 3.741909079936931448e+00 1.559431692751040543e+00 2.688691526833740797e-01
6.557226304138337625e+00 2.937358731871122064e+00 5.505459054631676175e+00 1.924709272346583067e+00
6.982248436643153866e+00 3.060012415562995525e+00 6.217455088339237435e+00 2.227062111953509227e+00
6.708363531832709725e+00 2.977443133076108861e+00 5.764040983889952230e+00 2.034457752743915826e+00
6.608714670245184664e+00 2.948617531435044015e+00 5.597214533978292827e+00 1.963612866177269378e+00
6.066680753690835814e+00 2.787969554656615223e+00 4.695661313754968980e+00 1.580692126790560703e+00
6.469366148241080694e+00 2.904540668194985464e+00 5.369683431831194120e+00 1.866925287472669837e+00
6.523073308218513944e+00 2.924304490427229730e+00 5.453134637473982416e+00 1.902435371487566140e+00
6.407029937098451811e+00 2.886408218508657697e+00 5.265477072267516157e+00 1.822671088722385591e+00
6.028436222076690498e+00 2.817813118635952740e+00 4.569108879571953885e+00 1.527642004170733259e+00
6.868980811662066088e+00 3.025979794793344446e+00 6.029766242015008437e+00 2.147336315358695735e+00
6.768102093967630850e+00 2.995102348720840801e+00 5.863473291326752879e+00 2.076689297499202613e+00
6.454136072247358413e+00 2.900430780934082797e+00 5.343734062850203692e+00 1.855910573789904205e+00
6.095766437379470659e+00 2.800060730764106776e+00 4.738733851015870968e+00 1.599045607995404961e+00
6.439691535514878495e+00 2.896890047022379289e+00 5.318577177098757325e+00 1.845238181138630029e+00
6.500693208072171103e+00 2.921586829022331688e+00 5.409925705031451315e+00 1.884149706482548314e+00
6.366170971821341951e+00 2.875160659289982767e+00 5.196199347141035041e+00 1.793261129261373377e+00
